Distance from Center (cmd=annotatePeaks.pl young_enriched_TE_derived_RELA_hsap_distal.bed hg19 -size 4000 -hist 25 -d /hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf -pc 3)	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf + Tags	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf - Tags	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf + Tags	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf - Tags	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf + Tags	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf - Tags	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf + Tags	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf - Tags
-2000	0.00238709677419355	0.00232258064516129	0.00232436587240584	0.00226287471176019	0.00265651292759324	0.00292722471289076	0.00484986312907987	0.00489534638871348
-1975	0.00264516129032258	0.00309677419354839	0.00273020753266718	0.00216448885472713	0.00271399619234789	0.00288349812688081	0.00498799747315232	0.00510591703516537
-1950	0.00274193548387097	0.00225806451612903	0.00206610299769408	0.00263182167563413	0.002889885156298	0.00281373211324697	0.00544451463466001	0.00505538008001692
-1925	0.00167741935483871	0.00319354838709677	0.00232436587240584	0.00231206764027671	0.00270220475342385	0.00283731499109503	0.00549336702463685	0.00525078963992428
-1900	0.00216129032258064	0.00235483870967742	0.00265641813989239	0.00253343581860108	0.00273512252042011	0.00277344469692321	0.00516993051168676	0.00520530638029067
-1875	0.00209677419354839	0.00235483870967742	0.00327132974634897	0.00306225980015373	0.00265602161763807	0.0027444574095683	0.00500147399452524	0.00514803116445576
-1850	0.00367741935483871	0.00338709677419355	0.00302536510376634	0.00287778631821676	0.00274200085979246	0.00288497205674632	0.00519688355443259	0.00512613181722476
-1825	0.00332258064516129	0.00251612903225806	0.00322213681783244	0.0028531898539585	0.00280488853405396	0.00292575078302525	0.00521709833649197	0.00528785007369981
-1800	0.00203225806451613	0.00296774193548387	0.00306225980015373	0.00314834742505765	0.00276067063808884	0.00308149603881349	0.00549168245946524	0.00496946725626455
-1775	0.00148387096774194	0.00138709677419355	0.00320983858570331	0.00303766333589547	0.00262064730086598	0.00288005895719465	0.00534175615919149	0.00531143398610242
-1750	0.000709677419354839	0.00219354838709677	0.00349269792467333	0.0030499615680246	0.00262457778050733	0.00290855493459438	0.00556917245735954	0.00539397767951156
-1725	0.00170967741935484	0.00193548387096774	0.00318524212144505	0.00280399692544197	0.00273610514033045	0.00285647607934658	0.00505369551484531	0.00533501789850503
-1700	0.00293548387096774	0.00258064516129032	0.00300076863950807	0.00319754035357418	0.00282454093226066	0.00263980838911753	0.00528953463887143	0.00533501789850503
-1675	0.00135483870967742	0.003	0.00270561106840892	0.00263182167563413	0.00272087453172024	0.00279850150463677	0.00523225942303651	0.00539229311433995
-1650	0.00109677419354839	0.00341935483870968	0.00269331283627979	0.00352959262106073	0.00296849474912486	0.0029021679051772	0.0054765213729207	0.00527942724784173
-1625	0.00132258064516129	0.0032258064516129	0.00286548808608763	0.00308685626441199	0.0029159245839219	0.00278965792544374	0.00552200463255432	0.00555906506632985
-1600	0.00141935483870968	0.00212903225806452	0.0032836279784781	0.00350499615680246	0.002889885156298	0.00291101148437022	0.00561297115182153	0.00562139397767961
-1575	0.00106451612903226	0.00235483870967742	0.00297617217524981	0.00392313604919294	0.00271743536203406	0.00283977154087087	0.00526931985681204	0.00538555485365349
-1550	0.0012258064516129	0.000741935483870968	0.00322213681783244	0.00280399692544197	0.0029296812626666	0.0030092734754038	0.00589429353548126	0.00548325963360717
-1525	0.00167741935483871	0.0012258064516129	0.00316064565718678	0.002619523443505	0.00299895596634527	0.0030230301541485	0.00565171615076868	0.00535860181090765
-1500	0.00106451612903226	0.00203225806451613	0.00234896233666411	0.00269331283627979	0.00286777620831544	0.00306233495056194	0.00553379658875562	0.00592461570857034
-1475	0.00264516129032258	0.00216129032258064	0.0030130668716372	0.00303766333589547	0.00284959773997423	0.00299649941656944	0.00545799115603294	0.00529964202990111
-1450	0.00280645161290323	0.00241935483870968	0.00354189085318986	0.0028531898539585	0.00286630227844993	0.00313111834428545	0.00573089071383459	0.00523731311855136
-1425	0.00190322580645161	0.00145161290322581	0.00316064565718678	0.00284089162182937	0.00277737517656455	0.00301811705459682	0.00606106548747116	0.00542598441777225
-1400	0.00132258064516129	0.00235483870967742	0.00352959262106073	0.00273020753266718	0.00288644598661182	0.00297439046858688	0.00609307222573185	0.00593640766477163
-1375	0.00151612903225806	0.00212903225806452	0.00223827824750192	0.0030499615680246	0.00292427685315975	0.00298519928760057	0.00587913244893673	0.00579658875552758
-1350	0.00180645161290323	0.00138709677419355	0.00266871637202152	0.00247194465795542	0.00296456426948353	0.00288055026714981	0.00633733417561604	0.00586902505790703
-1325	0.00170967741935484	0.00196774193548387	0.00188162951575711	0.00293927747886242	0.00309476140760302	0.00303482159307253	0.00644514634659941	0.00581343440724373
-1300	0.00306451612903226	0.0022258064516129	0.00287778631821676	0.00280399692544197	0.00314290978320947	0.00318368850948841	0.00616382396293968	0.00549673615498009
-1275	0.001	0.00219354838709677	0.00213989239046887	0.00341890853189854	0.00315027943253699	0.00321071055702264	0.00609812592124669	0.00559949463044861
-1250	0.00225806451612903	0.00203225806451613	0.00282859338970023	0.00323443504996157	0.00313603144383713	0.00297635570840756	0.00601726679300917	0.00567361549799968
-1225	0.00261290322580645	0.00216129032258064	0.00265641813989239	0.00319754035357418	0.00311392249585457	0.00300337775594178	0.00612844809433576	0.00534512528953472
-1200	0.00190322580645161	0.00206451612903226	0.00255803228285934	0.0032836279784781	0.00323576736473621	0.00308247865872382	0.00653105917035178	0.00569046114971582
-1175	0.00206451612903226	0.00225806451612903	0.00286548808608763	0.00432897770945427	0.00339642572007611	0.00317582755020573	0.00638787113076449	0.00570730680143197
-1150	0.00174193548387097	0.00283870967741935	0.00396003074558033	0.00290238278247502	0.00334287293496281	0.00301074740526931	0.00680227416298182	0.00601726679300916
-1125	0.00148387096774194	0.00151612903225806	0.00306225980015373	0.00247194465795542	0.00328833752993918	0.00317828409998156	0.00681743524952635	0.00593977679511486
-1100	0.00183870967741935	0.00212903225806452	0.00320983858570331	0.00323443504996157	0.00342049990787935	0.003217588896395	0.00686965676984643	0.00651758264897886
-1075	0.00238709677419355	0.00245161290322581	0.00316064565718678	0.00271790930053805	0.00345046981514459	0.0032573850027636	0.00727058328069083	0.00589766266582449
-1050	0.00170967741935484	0.00203225806451613	0.00255803228285934	0.00318524212144505	0.00336694712276604	0.00327949395074615	0.00736323436512965	0.00633059591492959
-1025	0.00216129032258064	0.00241935483870968	0.00345580322828594	0.00231206764027671	0.00336891236258671	0.00331978136706992	0.00738850284270389	0.00614697831122353
-1000	0.00264516129032258	0.00287096774193548	0.00282859338970023	0.00222598001537279	0.00361800650985684	0.00310409629675121	0.00742893240682265	0.00617730048431261
-975	0.00193548387096774	0.0027741935483871	0.0037140661029977	0.00250883935434282	0.00378996499416562	0.00321267579684332	0.0074339861023375	0.00606275005264277
-950	0.00196774193548387	0.00264516129032258	0.0034803996925442	0.00269331283627979	0.00369858134250439	0.00332715101639744	0.00774394609391468	0.00605938092229954
-925	0.00225806451612903	0.00290322580645161	0.0032467332820907	0.00343120676402768	0.00391819689246444	0.00331830743720442	0.00815329543061717	0.00640303221730903
-900	0.00232258064516129	0.00212903225806452	0.00357878554957725	0.0030499615680246	0.00398157587668111	0.00339446048025544	0.00796799326173951	0.0063322804801012
-875	0.00225806451612903	0.0017741935483871	0.00424289008455035	0.0035172943889316	0.00396585395811573	0.0034824049622305	0.00826447673194375	0.00615371657190999
-850	0.00203225806451613	0.00225806451612903	0.00380015372790162	0.00303766333589547	0.00393244488116431	0.00350254867039239	0.00838913455464328	0.00644514634659942
-825	0.00374193548387097	0.00212903225806452	0.00352959262106073	0.0035172943889316	0.00395455382914687	0.0035590493152367	0.0084363023794485	0.00666582438408099
-800	0.00225806451612903	0.00325806451612903	0.00367717140661031	0.00350499615680247	0.00434219738377435	0.00366861143523914	0.00848178563908212	0.00655969677826924
-775	0.00367741935483871	0.00145161290322581	0.00389853958493467	0.00340661029976941	0.00429601424798856	0.00354037953694031	0.00906969888397573	0.00677532112023598
-750	0.0045483870967742	0.00312903225806452	0.00378785549577249	0.00318524212144505	0.00445175950377679	0.00360277590124664	0.00908149084017703	0.00644009265108457
-725	0.00280645161290322	0.00216129032258064	0.00378785549577249	0.00264411990776326	0.00423361788368224	0.00354922311613334	0.00904106127605827	0.00718130132659523
-700	0.00264516129032258	0.00283870967741935	0.00398462720983859	0.00292697924673329	0.00432844070502965	0.00355511883559535	0.0095177932196253	0.0070785428511267
-675	0.00274193548387097	0.00270967741935484	0.00393543428132207	0.00308685626441199	0.0044532334336423	0.00361505865012584	0.0102792166771952	0.00760244261949901
-650	0.00254838709677419	0.00219354838709677	0.00437817063797079	0.00356648731744812	0.00473671927777418	0.00375066019775218	0.0101309749420931	0.0077018319646243
-625	0.00270967741935484	0.00280645161290322	0.00423059185242122	0.00316064565718678	0.0047013449610021	0.00378799975434494	0.0105234786270794	0.00762771109707324
-600	0.00290322580645161	0.00267741935483871	0.00408301306687164	0.00360338201383552	0.0047809371737393	0.00386317017748564	0.0110995999157717	0.00764792587913263
-575	0.00287096774193548	0.00283870967741935	0.00584166026133743	0.00355418908531899	0.00476668918503941	0.00417367806915176	0.0111383449147188	0.00736660349547289
-550	0.00329032258064516	0.00196774193548387	0.00512836279784781	0.00292697924673329	0.00503052263096459	0.00399287600564997	0.0115207412086754	0.00742893240682265
-525	0.00412903225806452	0.003	0.00562029208301306	0.00393543428132207	0.00525750783025216	0.00413388196278315	0.0116184459886291	0.00754179827332087
-500	0.00487096774193549	0.00312903225806452	0.00484550345887779	0.00280399692544197	0.00530172572621727	0.00407492476816301	0.0122114129290375	0.00798146978311242
-475	0.00345161290322581	0.00293548387096774	0.005989239046887	0.00325903151421984	0.00562156850703156	0.00406018546950796	0.0134967361549796	0.00795451674036657
-450	0.00390322580645161	0.00335483870967742	0.00612451960030744	0.0034803996925442	0.0056593993735795	0.00415599091076571	0.0137089913666031	0.00864518846072878
-425	0.00529032258064517	0.00174193548387097	0.00624750192159876	0.00330822444273636	0.0058519928760053	0.00408769882699737	0.0145209517793215	0.00865866498210171
-400	0.00422580645161291	0.00180645161290323	0.00601383551114526	0.00396003074558033	0.00626714978812218	0.00413388196278316	0.0155620130553795	0.00868056432933269
-375	0.00564516129032259	0.00348387096774194	0.00852267486548806	0.00376325903151423	0.00651133083584062	0.00398796290609828	0.0166687723731305	0.00864181933038555
-350	0.00448387096774194	0.00187096774193548	0.0076372021521906	0.00397232897770946	0.00714119019836585	0.00416778234968975	0.0177789008212246	0.00904948410191635
-325	0.00474193548387097	0.00312903225806452	0.00804304381245194	0.00387394312067641	0.00747184179819385	0.00410342074556274	0.0194061907770046	0.00928026953042759
-300	0.00761290322580646	0.00280645161290323	0.00769869331283626	0.00301306687163721	0.00794546459497571	0.00421494810538586	0.0208970309538837	0.00940155822278387
