Distance from Center (cmd=annotatePeaks.pl young_enriched_TE_derived_RELA_hsap_distal.bed hg19 -size 4000 -hist 25 -d /hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf -pc 3)	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf + Tags	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf - Tags	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf + Tags	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf - Tags	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf + Tags	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf - Tags	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf + Tags	/hpf/largeprojects/mdwilson/liangxi/projects/rela/chroseq/homer/telo_tnf - Tags
-275	0.00561290322580646	0.0027741935483871	0.00944504227517291	0.00408301306687164	0.00878756985813347	0.00446748142234216	0.0218370183196447	0.0098125921246579
-250	0.00561290322580646	0.00403225806451613	0.0098754803996925	0.0030499615680246	0.00980851194497233	0.00426604434072333	0.0233851337123588	0.00960202147820605
-225	0.00587096774193549	0.00396774193548387	0.0110684089162182	0.00377555726364336	0.0110898483080508	0.00443505496530108	0.026226995156873	0.0097570014739946
-200	0.00841935483870969	0.00225806451612903	0.0133558800922367	0.00382475019215988	0.0123937849290673	0.00432401891543313	0.0280261107601576	0.0102809012423668
-175	0.0108387096774194	0.00209677419354839	0.0160491929285164	0.00356648731744812	0.0139011238715233	0.00475145857642922	0.0287117287850049	0.0109698883975573
-150	0.0109032258064516	0.00316129032258065	0.0179431206764027	0.00400922367409685	0.0157219185653766	0.00497353067616512	0.0308005895978072	0.0121996209728362
-125	0.0110645161290323	0.0027741935483871	0.0223950807071485	0.0037140661029977	0.0163640606767814	0.00529337345697941	0.0305866498210121	0.0123714466203409
-100	0.014	0.00403225806451613	0.0212882398155266	0.00402152190622599	0.0164878707854838	0.00569477369035157	0.0293333333333307	0.0137258370183193
-75	0.0131290322580645	0.0047741935483871	0.0195049961568025	0.00458724058416603	0.0151500337775608	0.00603574279923811	0.0271551905664327	0.0147146767740572
-50	0.0109677419354839	0.00429032258064516	0.0133312836279784	0.00464873174481169	0.0128580728367012	0.00662089295584306	0.0237911139187179	0.0155923352284685
-25	0.00725806451612904	0.00506451612903226	0.00894081475787853	0.00521445042275173	0.0104305103482151	0.0073927408954118	0.0203411244472508	0.0169248262792159
0	0.00445161290322581	0.00519354838709678	0.00596464258262874	0.00501767870868563	0.00886716207087065	0.00850850580359809	0.0181259212465773	0.0188351231838271
25	0.00332258064516129	0.00958064516129034	0.00597694081475787	0.00815372790161412	0.00783000675551124	0.0102025425290171	0.0169012423668133	0.0216011791956187
50	0.00351612903225807	0.0109677419354839	0.0057924673328209	0.0120030745580322	0.00687195234293383	0.0127686544248605	0.0155822278374389	0.0238787113076419
75	0.0037741935483871	0.0170322580645161	0.00420599538816295	0.0154096848578016	0.00612172204139247	0.0148105385985395	0.0145917035165293	0.0276201305537984
100	0.00419354838709678	0.015258064516129	0.00404611837048425	0.0223212913143737	0.0058519928760053	0.0161822759933692	0.0136786691935141	0.0301789850494813
125	0.00287096774193548	0.0148709677419355	0.00372636433512683	0.0195418908531899	0.00514647178038421	0.0163630780568711	0.012747104653611	0.0316428721836146
150	0.00232258064516129	0.0130322580645161	0.0032467332820907	0.0143643351268254	0.004864951176073	0.0155990910765845	0.0117296272899556	0.030731522425771
175	0.00164516129032258	0.0122258064516129	0.00424289008455035	0.0134050730207532	0.00470920592028477	0.0143128416139542	0.0114415666456095	0.0307264687302562
200	0.00248387096774193	0.0128709677419355	0.00386164488854728	0.0115603382013835	0.00451317324817278	0.0126812012528406	0.0108907138344914	0.028457359444091
225	0.00335483870967742	0.00829032258064517	0.00403382013835512	0.0104780937740199	0.00448516858072821	0.0113689123625864	0.0103887134133502	0.025361128658663
250	0.00354838709677419	0.00958064516129034	0.00451345119139124	0.00907609531129897	0.00456967389301709	0.0101951728796895	0.010547062539482	0.0245003158559678
275	0.0032258064516129	0.00777419354838711	0.00380015372790162	0.00720676402767101	0.00460701344960984	0.00911281704845461	0.00960033691303442	0.0221621393977664
300	0.003	0.00661290322580646	0.00354189085318986	0.00611222136817831	0.00437314991094992	0.00836111281704774	0.00936786691935156	0.0202956411876172
325	0.00251612903225806	0.00574193548387097	0.00411990776325903	0.0066533435818601	0.00413240803291765	0.00768556162869188	0.00907475257949058	0.0198846072857432
350	0.00225806451612903	0.00583870967741936	0.00442736356648732	0.00617371252882397	0.0042542529017993	0.00720800835226867	0.00880016845651736	0.0177317329964195
375	0.0027741935483871	0.00541935483870968	0.00439046887009993	0.00531283627978478	0.00405625498986663	0.00668378063010455	0.00859970520109518	0.0172785849652551
400	0.00235483870967742	0.00625806451612904	0.00361568024596465	0.00623520368946963	0.0043137014063746	0.00652901799422667	0.00864013476521394	0.0163065908612332
425	0.00364516129032258	0.00583870967741936	0.0032467332820907	0.00507916986933128	0.00422723085426506	0.00586574955475002	0.00845314803116466	0.0149690461149711
450	0.00258064516129032	0.00370967741935484	0.00450115295926211	0.0062229054573405	0.00434809310323637	0.00583577964748477	0.00831332912192061	0.0139583070120022
475	0.003	0.00370967741935484	0.00338201383551115	0.00530053804765564	0.00402088067309453	0.00555966345268041	0.00830490629606253	0.0130705411665611
500	0.003	0.00383870967741936	0.00345580322828594	0.0053989239046887	0.004136338512559	0.00551004114720845	0.00784502000421159	0.0122990103179615
525	0.00196774193548387	0.0027741935483871	0.00340661029976941	0.00549730976172175	0.00414714733157268	0.00529091690720357	0.00741545588544973	0.0127588966098123
550	0.00238709677419355	0.00380645161290323	0.00357878554957725	0.00499308224442736	0.00401645888349802	0.00526684271940035	0.00813139608338616	0.0117616340282163
575	0.00206451612903226	0.00319354838709677	0.00355418908531899	0.00483320522674865	0.00396339740833989	0.00496665233679276	0.00762771109707324	0.0110086333965045
600	0.00119354838709677	0.00370967741935484	0.00316064565718678	0.00487009992313605	0.00388920960510954	0.00487723392495221	0.00722341545588561	0.011163613392293
625	0.00203225806451613	0.00241935483870968	0.00343120676402768	0.0041445042275173	0.00388773567524403	0.00484579008782145	0.00791071804590458	0.0110406401347652
650	0.00145161290322581	0.00370967741935484	0.00332052267486549	0.00442736356648732	0.00395455382914687	0.00477455014432211	0.00729585175826507	0.00994061907770063
675	0.00109677419354839	0.00296774193548387	0.00319754035357418	0.00461183704842429	0.00374771233802117	0.00460799606952019	0.00737671088650258	0.0100315855969678
700	0.00190322580645161	0.00338709677419355	0.00307455803228286	0.00404611837048425	0.00384204384941341	0.00459473070073066	0.00682922720572766	0.00973341756159202
725	0.00164516129032258	0.00319354838709677	0.00320983858570331	0.00459953881629516	0.00360424983111214	0.004598661180372	0.00666077068856615	0.0090309538850286
750	0.00161290322580645	0.00245161290322581	0.00346810146041507	0.00377555726364336	0.00360572376097764	0.00445765522323881	0.00660349547273123	0.00851716150768604
775	0.00235483870967742	0.00251612903225806	0.00292697924673329	0.00387394312067641	0.00351777927900259	0.00442031566664604	0.00678711307643729	0.00882543693409157
800	0.00109677419354839	0.00254838709677419	0.00382475019215988	0.00411990776325904	0.00363618497819806	0.00426653565067848	0.00694209307222588	0.00891303432301555
825	0.00209677419354839	0.00280645161290323	0.00317294388931591	0.00421829362029209	0.00353104464779212	0.00421691334520653	0.00690671720362196	0.00860475889661003
850	0.00148387096774194	0.00235483870967742	0.00302536510376634	0.004304381245196	0.00348731806178218	0.00412307314376946	0.00619077700568553	0.00886923562855356
875	0.0012258064516129	0.00235483870967742	0.00290238278247502	0.0032836279784781	0.00344408278572741	0.00405920284959763	0.00654958938723955	0.00843630237944851
900	0.00132258064516129	0.001	0.00341890853189854	0.00280399692544197	0.00334827734446966	0.00404495486089777	0.00638787113076449	0.00795620130553819
925	0.00138709677419355	0.00225806451612903	0.00372636433512683	0.00309915449654113	0.00333501197568013	0.00389510532457155	0.00629016635081082	0.00779785217940637
950	0.00148387096774194	0.00225806451612903	0.00330822444273636	0.00293927747886242	0.00334582079469382	0.00381256525210335	0.00609644135607507	0.00736660349547289
975	0.00132258064516129	0.00254838709677419	0.00300076863950807	0.00377555726364336	0.00322446723576734	0.00367450715470116	0.00607117287850085	0.00754348283849248
1000	0.00151612903225806	0.00235483870967742	0.00341890853189854	0.00271790930053805	0.00332420315666643	0.00354332739667133	0.00597178353337556	0.00760918088018547
1025	0.00154838709677419	0.00138709677419355	0.00320983858570331	0.00248424289008455	0.00314487502303015	0.00359196708223295	0.00575784375658043	0.00669614655717006
1050	0.000935483870967742	0.00261290322580645	0.00300076863950807	0.00372636433512683	0.00326671989191179	0.0035084443898544	0.00613350178985061	0.00678374394609406
1075	0.00206451612903226	0.000935483870967742	0.00309915449654113	0.00312375096079939	0.00327703740097031	0.00339249524043477	0.00588250157927995	0.00690334807327872
1100	0.000870967741935484	0.00287096774193548	0.00373866256725596	0.00320983858570331	0.00309672664742369	0.00351090093963024	0.00560286376079184	0.00611497157296284
1125	0.000935483870967742	0.00251612903225806	0.00327132974634897	0.00266871637202152	0.00308100472885831	0.00339642572007612	0.00573257527900621	0.00651252895346402
1150	0.00170967741935484	0.00206451612903226	0.00362797847809378	0.00274250576479631	0.00300829085549347	0.00345833077442727	0.00599368288060655	0.00638955569593611
1175	0.00164516129032258	0.00258064516129032	0.00327132974634897	0.00244734819369716	0.00296014247988701	0.00347159614321681	0.00598189092440526	0.00626321330806498
1200	0.00190322580645161	0.00258064516129032	0.00293927747886242	0.00250883935434282	0.00300436037585212	0.0033109377878769	0.00572583701831974	0.00605264266161308
1225	0.00238709677419355	0.00158064516129032	0.00277940046118371	0.00266871637202152	0.00302352146410367	0.00333059018608362	0.00606275005264277	0.00605769635712793
1250	0.00161290322580645	0.00138709677419355	0.00229976940814758	0.00206610299769408	0.00312767917459927	0.00323331081496037	0.00620930722257329	0.00614529374605192
1275	0.00164516129032258	0.0022258064516129	0.00227517294388932	0.00225057647963105	0.0031134311858994	0.00326426334213595	0.00591956201305549	0.00602737418403885
1300	0.00116129032258065	0.00251612903225806	0.00227517294388932	0.00302536510376634	0.00302352146410367	0.00323822391451204	0.00552537376289755	0.00603411244472532
1325	0.000870967741935484	0.00232258064516129	0.00293927747886242	0.00313604919292852	0.00309083092796167	0.00329423324940119	0.00541924615708579	0.00536365550642249
1350	0.00180645161290323	0.00106451612903226	0.00298847040737894	0.00244734819369716	0.00296014247988701	0.00326328072222561	0.00583870288481796	0.00578479679932627
1375	0.00154838709677419	0.000870967741935484	0.00296387394312068	0.002619523443505	0.0029999385862556	0.00305447399127925	0.00544114550431679	0.00553379658875563
1400	0.00116129032258064	0.00190322580645161	0.00296387394312068	0.0028531898539585	0.00302745194374502	0.00313210096419578	0.00547652137292071	0.00578648136449789
1425	0.00170967741935484	0.000870967741935484	0.00380015372790162	0.00239815526518063	0.00294884235091815	0.00297684701836272	0.00519519898926097	0.00519519898926097
1450	0.00170967741935484	0.00112903225806452	0.00302536510376634	0.00277940046118371	0.00297930356813855	0.00303433028311737	0.00549505158980848	0.00556243419667308
1475	0.00138709677419355	0.00187096774193548	0.00245964642582629	0.00232436587240584	0.00295965116993184	0.00313308358410612	0.00540071594019802	0.00531143398610241
1500	0.00209677419354839	0.00180645161290323	0.00362797847809378	0.0023858570330515	0.00290265921513236	0.00306921328993429	0.00568203832385775	0.00521541377132036
1525	0.00174193548387097	0.0022258064516129	0.00271790930053805	0.00257033051498847	0.00281569735306765	0.00296407295952835	0.00556917245735954	0.00561634028216476
1550	0.00145161290322581	0.00206451612903226	0.00355418908531899	0.00277940046118371	0.00274986181907514	0.00309918319719953	0.00581848810275858	0.00536702463676572
1575	0.000967741935483871	0.00196774193548387	0.00316064565718678	0.00268101460415066	0.00279407971504026	0.00303580421298287	0.00587407875342189	0.00532491050747534
1600	0.00154838709677419	0.00196774193548387	0.00259492697924674	0.00212759415833974	0.00280488853405395	0.00293410305226311	0.00578142766898304	0.0055203200673827
1625	0.00132258064516129	0.00174193548387097	0.00277940046118371	0.00227517294388932	0.00268943069458949	0.00295670331020084	0.00552200463255431	0.005532112023584
1650	0.000709677419354839	0.00103225806451613	0.00302536510376634	0.0023858570330515	0.00280783639378496	0.00279014923539891	0.00522383659717844	0.00561128658664991
1675	0.000935483870967742	0.00190322580645161	0.00300076863950807	0.0017586471944658	0.0027321746606891	0.00282945403181234	0.00562476310802284	0.00563992419456737
1700	0.00154838709677419	0.00238709677419355	0.00274250576479631	0.00217678708685627	0.00269483510409634	0.00285205428975007	0.00503348073278592	0.00542766898294387
1725	0.00164516129032258	0.00141935483870968	0.00298847040737894	0.00241045349730976	0.00282061045261933	0.00278081434625073	0.00507222573173307	0.0056432933249106
1750	0.0017741935483871	0.002	0.00236126056879324	0.00207840122982321	0.0028378063010502	0.00283977154087087	0.0052642661612972	0.00530806485575919
1775	0.00180645161290323	0.001	0.00253343581860108	0.00271790930053805	0.00274052692992695	0.00279751888472643	0.0048633396504528	0.005020004211413
1800	0.00196774193548387	0.0012258064516129	0.00275480399692544	0.00250883935434282	0.00273708776024078	0.00280046674445743	0.00527774268267012	0.00548831332912201
1825	0.00151612903225806	0.00174193548387097	0.00274250576479631	0.00212759415833974	0.00277246207701287	0.00274347478965796	0.00515813855548544	0.00517329964202998
1850	0.00103225806451613	0.00164516129032258	0.00216448885472713	0.00244734819369716	0.002693852484186	0.00291838113369774	0.00522383659717844	0.00551863550221109
1875	0.00180645161290323	0.00125806451612903	0.00273020753266718	0.00212759415833974	0.00283977154087087	0.00282847141190201	0.00540240050536964	0.00538387028848187
1900	0.00148387096774194	0.00132258064516129	0.00289008455034589	0.00287778631821676	0.00280292329423328	0.0027307007308236	0.00483301747736372	0.00524742050958105
1925	0.00203225806451613	0.00158064516129032	0.00329592621060723	0.00270561106840892	0.00281471473315731	0.00261376896149363	0.00543777637397355	0.00493914508317547
1950	0.00138709677419355	0.00129032258064516	0.00220138355111453	0.00292697924673329	0.00274691395934414	0.00272087453172023	0.00511265529585183	0.00480606443461788
1975	0.00183870967741935	0.000935483870967742	0.00346810146041507	0.00266871637202152	0.00278720137566791	0.00270171344346869	0.00483301747736373	0.00479932617393142
2000	0.00241935483870968	0.00109677419354839	0.00354189085318986	0.00284089162182937	0.00282601486212617	0.00276558373764052	0.00500315855969685	0.00493072225731739
