motif_name	AmnSINE1	Bov-tA1	Bov-tA2	Bov-tA3	HAL1	L2b	L3	LTR33A_	MER102b	MER21C	MER77B	MER81	MER89	MIR3	MLT1N2	Plat_L3	SINE2-1_BT	Tigger7
HMBOX1	0	2.3e-012	7.5e-035	8.8e-007	0	0	0	0	0	0	0	0	0	0	0	0	5.2e-034	0
Hmx1	0	1.6e-010	2.0e-045	1.2e-013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmx2	0	4.5e-013	2.9e-053	8.8e-016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmx3	0	2.4e-018	4.1e-072	6.2e-015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNF1A	0	2.8e-018	2.6e-050	1.7e-013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNF1B	0	1.3e-010	3.1e-039	6.4e-012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNF4A	0	6.2e-013	3.5e-062	8.8e-026	0	0	0	0	0	0	0	9.7e-001	0	0	0	0	2.9e-017	0
HNF4A(var.2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNF4G	0	1.7e-009	4.7e-061	7.7e-022	0	0	0	0	0	0	0	0	0	0	0	0	2.1e-018	0
HOXA10	0	3.0e-018	1.5e-081	2.0e-022	0	0	0	0	0	0	0	0	0	0	0	0	3.1e-002	0
HOXA1	0	2.2e-027	2.1e-080	4.3e-016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa11	0	5.2e-013	4.1e-054	3.9e-008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA13	0	7.9e-001	2.7e-016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA2	0	3.7e-021	3.2e-062	3.2e-011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA4	0	3.0e-025	1.1e-074	5.5e-022	0	0	0	0	0	0	0	0	0	0	0	0	9.5e-007	0
HOXA5	0	4.8e-014	7.2e-032	5.2e-008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA6	0	4.7e-008	5.0e-025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA7	0	2.7e-019	2.0e-061	1.5e-018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA9	0	1.5e-004	1.9e-029	3.1e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB13	0	9.5e-041	1.1e-125	1.6e-027	0	0	0	0	0	0	0	0	0	0	0	0	3.9e-003	0
HOXB2	0	1.3e-014	2.4e-046	1.2e-012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB3	0	1.4e-035	1.2e-111	8.5e-024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB4	0	1.2e-022	6.2e-079	3.2e-016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB5	0	1.0e-020	2.0e-053	9.3e-013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB6	0	2.1e-026	1.3e-084	1.4e-020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB7	0	4.7e-012	2.5e-055	3.1e-009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB8	0	7.5e-015	2.2e-062	3.3e-015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB9	0	2.4e-003	3.8e-019	5.9e-001	0	0	0	0	0	3.1e-002	0	0	0	0	0	0	0	0
HOXC10	0	6.1e-021	2.3e-076	9.5e-014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXC11	0	4.5e-005	3.2e-025	7.4e-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXC12	0	0	1.0e-012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXC13	0	2.6e-011	4.9e-017	1.1e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXC4	0	2.2e-021	4.7e-072	5.3e-018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXC8	0	4.3e-020	5.5e-081	1.4e-019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXC9	0	7.7e-001	1.7e-006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD11	0	1.8e-017	1.2e-064	5.2e-009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD12	0	0	1.6e-013	1.3e-007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD13	0	0	9.2e-011	9.9e-002	0	0	0	0	0	0	0	0	0	0	0	0	2.9e-009	0
HOXD3	0	2.3e-018	5.7e-052	1.2e-010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD4	0	1.9e-020	7.3e-073	1.7e-015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD8	0	3.6e-015	4.3e-065	1.1e-014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD9	0	8.9e-017	3.1e-061	3.7e-017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSF2	0	4.5e-021	5.2e-068	1.7e-035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSF4	0	2.5e-021	1.3e-063	3.8e-022	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKZF1	0	1.2e-166	2.6e-506	8.8e-128	1.2e-006	1.3e-005	0	0	0	0	0	0	0	7.4e-003	0	0	0	0
INSM1	0	0	1.7e-003	1.9e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF1	0	1.7e-029	6.1e-057	5.0e-026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF2	0	4.6e-001	2.6e-011	5.4e-030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF3	0	3.7e-284	6.2e-1393	3.5e-306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF4	0	0	0	2.9e-013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF5	0	2.8e-002	1.6e-016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF6	0	6.2e-001	8.5e-008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF7	0	2.6e-020	3.2e-045	9.9e-030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF8	0	0	1.1e-009	9.1e-031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF9	0	0	1.9e-004	1.7e-022	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isl1	0	2.9e-007	3.7e-038	2.9e-015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISL2	0	6.8e-026	3.0e-072	4.8e-008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISX	0	1.2e-023	6.1e-074	1.1e-016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JDP2	0	0	2.1e-044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0e-003
JDP2(var.2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUN	0	0	7.8e-011	0	0	0	0	0	0	0	0	0	0	6.2e-001	0	0	0	0
JUNB	0	1.9e-015	3.6e-145	2.0e-008	0	0	2.8e-001	0	0	0	0	0	0	0	0	0	0	1.3e-003
JUNB(var.2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUND	0	9.7e-017	2.7e-157	1.9e-011	0	0	1.7e-001	0	0	0	0	0	0	0	0	0	0	9.5e-004
JUND(var.2)	0	0	1.2e-006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUN::JUNB	0	1.8e-013	6.2e-144	1.2e-010	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9e-001
JUN::JUNB(var.2)	0	0	2.3e-009	3.5e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUN(var.2)	0	0	6.1e-067	0	0	3.8e-002	5.6e-002	0	0	0	0	0	0	0	0	0	0	1.3e-006
Klf1	0	0	3.9e-015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF10	0	4.3e-001	5.9e-005	1.7e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF11	0	0	3.4e-006	5.2e-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf12	0	1.2e-015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF15	0	0	8.3e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF16	0	0	1.2e-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF17	0	0	6.1e-009	7.0e-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF2	0	0	4.6e-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF3	0	4.2e-005	4.8e-011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF4	0	5.3e-082	1.0e-326	3.5e-107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF5	0	0	2.7e-027	1.0e0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF6	0	0	1.2e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF9	0	0	1.3e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LBX1	0	8.6e-035	4.9e-089	1.1e-018	0	0	0	0	0	2.2e-001	0	0	0	0	0	0	0	0
LBX2	0	8.0e-026	4.9e-064	8.1e-019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHX1	0	4.9e-012	2.3e-036	2.3e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHX2	0	1.3e-031	5.8e-099	4.0e-024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhx3	0	6.1e-020	3.3e-081	3.4e-012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhx4	0	4.9e-046	2.3e-127	1.8e-028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHX5	0	4.3e-019	1.1e-071	3.1e-014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHX6	0	1.6e-021	4.0e-056	2.5e-014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhx8	0	3.0e-023	8.1e-065	8.6e-011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHX9	0	1.6e-017	6.3e-059	5.3e-013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIN54	0	5.8e-041	2.2e-118	2.6e-019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMX1A	0	6.2e-015	7.1e-057	6.2e-014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMX1B	0	1.1e-004	5.3e-035	3.1e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAF	0	0	5.4e-036	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9e-007	0
MAFA	0	8.6e-006	1.1e-051	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2e-008	0
Mafb	0	5.3e-010	3.5e-027	1.3e-015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAFF	0	3.2e-016	7.9e-046	6.1e-016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAFG	0	3.5e-007	2.0e-028	2.2e-009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAFK	0	1.1e-066	1.2e-427	2.0e-059	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9e-002
MAF::NFE2	0	1.1e-040	2.7e-159	3.8e-008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAX	0	7.7e-019	3.6e-011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAX::MYC	0	0	7.7e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6e-002	0
MAZ	0	0	8.0e-011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mecom	0	2.8e-004	1.6e-021	2.6e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEF2A	0	1.0e-044	8.4e-161	2.7e-033	0	0	0	0	0	0	0	0	0	0	0	0	2.7e-001	0
MEF2B	0	2.0e-001	2.9e-015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEF2C	0	1.1e-037	1.5e-119	5.8e-029	0	0	0	0	0	0	0	0	0	0	0	0	1.5e-003	0
MEF2D	0	3.0e-003	2.3e-019	4.6e-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEIS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEIS1(var.2)	0	3.1e-027	4.9e-091	1.9e-017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEIS2	0	1.5e-066	2.2e-168	1.2e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEIS2(var.2)	0	2.0e-031	1.4e-103	9.3e-021	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6e-003
MEIS3	0	4.6e-045	3.8e-067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEOX1	0	2.5e-019	3.4e-068	4.7e-013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEOX2	0	4.7e-030	1.6e-097	1.8e-019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGA	0	8.3e-012	2.8e-040	3.0e-010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MITF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mix-a	0	4.2e-024	5.1e-072	3.3e-013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIXL1	0	3.9e-036	2.8e-121	1.2e-027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLX	0	0	1.0e0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlxip	0	0	7.4e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLXIPL	0	1.3e-002	2.4e-003	1.6e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MNT	0	1.5e-040	5.5e-022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MNX1	0	2.0e-032	7.0e-096	8.7e-029	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSANTD3	0	2.0e-018	2.2e-172	4.0e-068	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSC	0	0	0	0	0	1.2e-001	3.9e-001	0	0	0	0	0	0	0	0	0	0	0
MSGN1	0	7.2e-008	6.2e-025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSX1	0	1.5e-023	1.2e-073	2.9e-017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSX2	0	2.3e-029	4.4e-082	1.5e-016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msx3	0	1.8e-030	4.0e-095	3.8e-017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MXI1	0	3.2e-016	5.4e-015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYB	0	4.6e-018	4.7e-038	1.3e-019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYBL1	0	0	1.4e-012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYBL2	0	0	0	3.4e-007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYC	0	4.0e-085	3.9e-082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYCN	0	2.9e-099	1.4e-152	4.5e-007	0	0	0	0	0	0	0	0	0	0	0	0	2.2e-001	0
MYF5	0	0	0	0	1.2e-001	5.5e-006	2.2e-001	0	0	0	0	0	0	0	0	0	0	0
MYF6	0	3.0e-001	3.1e-013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOD1	0	5.0e-043	8.4e-020	0	2.5e-001	6.5e-003	0	0	0	0	0	0	0	0	0	0	0	0
MYOG	0	0	2.3e-002	0	0	1.6e-002	1.3e-001	0	0	0	0	0	0	0	0	0	0	0
MZF1	0	7.3e-345	2.6e-1087	2.6e-221	6.8e-002	0	0	0	0	0	0	0	0	0	0	0	4.4e-059	0
MZF1(var.2)	0	7.1e-010	4.4e-066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROD1	0	6.6e-025	1.5e-033	3.0e-003	4.1e-001	5.9e-001	0	0	0	0	0	0	0	0	0	0	0	0
NEUROD2	0	2.6e-008	7.3e-021	3.8e-004	0	0	0	0	0	0	0	0	0	0	0	0	4.5e-002	0
NEUROG1	0	6.8e-002	2.6e-007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROG2	0	1.0e-001	1.3e-012	2.4e-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROG2(var.2)	0	1.2e-008	2.3e-015	1.2e-019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFAT5	0	1.6e-035	2.4e-132	1.2e-194	0	0	0	0	0	3.9e-004	0	0	0	0	0	0	0	0
NFATC1	0	1.1e-079	3.0e-207	8.7e-208	7.4e-002	0	0	0	0	6.1e-004	0	0	0	0	0	0	0	0
NFATC2	0	9.2e-158	4.0e-480	2.1e-304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFATC3	0	5.8e-068	2.6e-156	4.2e-232	0	0	0	0	0	2.1e-003	0	0	0	0	0	0	0	0
NFATC4	0	1.2e-073	3.9e-216	3.9e-204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFE2	0	0	1.6e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1e-002
NFE2L1	0	1.6e-048	9.5e-234	1.1e-007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfe2l2	0	1.7e-045	7.6e-176	3.0e-007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFIA	0	2.4e-103	3.0e-161	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6e-012	0
NFIB	0	3.1e-014	8.7e-103	1.8e-009	0	2.4e-001	0	0	0	0	0	0	0	0	0	0	0	0
NFIC	0	4.6e-055	1.0e-151	0	0	0	0	0	0	1.1e-006	0	0	0	0	0	0	6.5e-064	0
NFIC::TLX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFIC(var.2)	0	2.2e-001	1.7e-007	0	0	0	0	0	0	4.6e-001	0	0	0	0	0	0	0	0
NFIL3	0	2.7e-025	2.4e-072	1.8e-026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFIX	0	8.2e-140	2.1e-360	1.3e-020	0	0	0	0	0	3.5e-001	0	0	0	0	0	0	1.9e-034	0
NFIX(var.2)	0	3.6e-056	1.6e-274	2.7e-023	0	0	0	0	0	4.8e-001	0	0	0	0	0	0	0	0
NFKB1	0	1.0e-087	4.6e-279	5.8e-030	1.5e-003	1.4e-001	0	0	0	0	0	0	0	0	0	0	1.0e-158	0
NFKB2	0	6.3e-639	1.8e-2148	9.9e-471	7.7e-010	2.8e-010	2.4e-001	0	0	1.1e-001	0	1.8e-002	0	1.1e-001	0	0	1.2e-211	0
NFYA	0	0	9.4e-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFYB	0	4.5e-058	9.4e-072	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0e-030	0
NFYC	0	1.9e-001	1.6e-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHLH1	0	8.3e-012	1.4e-014	2.6e-003	0	2.3e-001	4.6e-003	0	0	0	0	0	0	0	0	0	0	0
NHLH2	0	0	1.1e-050	7.8e-028	0	6.5e-003	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-2	0	2.6e-289	1.8e-1085	5.5e-406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-3	0	8.0e-087	2.8e-383	4.8e-167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-5	0	7.9e-052	3.4e-292	1.6e-125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-5(var.2)	0	4.3e-196	1.9e-818	1.6e-322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-8	0	1.0e-199	1.1e-726	3.8e-276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx3-1	0	0	4.8e-017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx3-2	0	2.7e-012	3.8e-033	2.3e-011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX6-1	0	8.0e-036	1.3e-118	4.8e-025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX6-2	0	7.8e-036	5.9e-119	3.4e-029	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX6-3	0	3.4e-022	4.2e-064	3.2e-015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nobox	0	8.5e-032	1.3e-092	2.4e-018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOTO	0	2.1e-034	3.3e-087	1.6e-018	0	0	0	0	0	2.9e-001	0	0	0	0	0	0	0	0
Npas2	0	1.0e-005	2.7e-015	1.7e-006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR1D2	0	0	3.3e-009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR1H2::RXRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr1h3::Rxra	0	0	1.6e-005	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1e-010	0
NR1H4	0	0	5.5e-006	5.9e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR1H4::RXRA	0	6.7e-003	1.7e-002	4.4e-006	0	0	0	0	0	0	0	0	0	0	0	0	1.6e-006	0
NR1I2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR1I3	0	6.0e-001	2.1e-018	9.5e-008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2C1	0	3.3e-057	1.4e-225	9.6e-061	0	0	0	0	0	0	0	0	0	5.0e-001	0	0	0	0
NR2C2	0	1.6e-005	1.7e-022	5.5e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2C2(var.2)	0	1.4e-071	4.0e-275	7.1e-073	0	0	0	0	0	0	0	0	0	0	0	0	1.8e-008	0
Nr2e1	0	7.4e-004	1.4e-028	2.8e-008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr2e3	0	1.3e-004	3.4e-030	6.3e-007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2F1	0	8.9e-056	4.1e-203	2.4e-019	0	0	0	0	0	0	0	0	0	3.1e-002	0	0	0	0
NR2F1(var.2)	0	0	6.3e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2F1(var.3)	0	0	1.6e-006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2F2	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2e-001	0	0	0	0
Nr2f6	0	3.9e-002	5.2e-010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr2f6(var.2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2F6(var.3)	0	0	3.4e-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR3C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR3C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR4A1	0	5.7e-146	8.8e-587	6.6e-234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR4A2	0	0	1.2e-015	0	0	0	0	0	0	0	0	0	0	2.5e-002	0	0	0	0
NR4A2::RXRA	0	0	1.4e-006	2.5e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR5A1	0	1.8e-052	2.0e-211	1.9e-024	0	0	0	0	0	0	0	0	0	3.9e-004	0	0	0	0
Nr5a2	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7e-001	0	0	0	0
NR6A1	0	0	3.7e-004	9.9e-005	0	0	0	0	0	0	0	0	0	0	0	0	1.6e-002	0
NRF1	0	2.4e-007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRL	0	1.1e-004	2.5e-010	2.4e-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLIG1	0	3.6e-005	5.5e-020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLIG2	0	2.6e-007	2.2e-031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLIG3	0	5.4e-004	2.3e-023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONECUT1	0	4.4e-035	1.2e-099	4.2e-029	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONECUT2	0	4.0e-012	3.3e-051	5.1e-011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONECUT3	0	1.1e-015	5.5e-048	5.2e-017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSR1	0	0	4.6e-007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSR2	0	0	2.3e-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTX1	0	1.7e-023	1.6e-085	4.7e-035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTX2	0	1.1e-077	2.1e-229	9.0e-104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OVOL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OVOL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pax2	0	2.1e-019	1.1e-057	4.1e-016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX3	0	2.7e-010	4.7e-046	1.1e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX3(var.2)	0	0	2.5e-004	6.7e-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX4	0	9.5e-031	2.0e-084	2.3e-019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX5	0	0	0	4.9e-022	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX6	0	0	1.1e-011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX7	0	6.7e-004	2.1e-032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBX1	0	1.0e-006	6.7e-032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBX2	0	7.0e-038	1.2e-119	2.8e-020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBX3	0	2.5e-018	2.6e-046	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7e-011	0
PDX1	0	9.4e-027	3.7e-100	1.5e-018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHOX2A	0	1.9e-036	1.1e-128	5.0e-023	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHOX2B	0	6.4e-046	2.1e-145	9.0e-029	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PITX1	0	4.0e-013	1.5e-033	8.1e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PITX2	0	1.0e-116	1.5e-446	2.2e-158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PITX3	0	3.4e-095	4.4e-339	1.0e-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKNOX1	0	0	3.9e-010	2.0e-010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKNOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
